Room Name,Item Number,Product Name,Spec. Group Name,Part Name,Quantity,Width,Length,Material Name,EB Width 1,EB Length 1,EB Width 2,EB Length 2,Comments,Row_ID,Metric Default Saw,Mitre Only,Weeke,Weeke Single Part
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Shadow Rail Batten,1,60,984,LX White Melamine 16mm,,,,,,619,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Base Bottom,1,397.2,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,613,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Base Front Rail,1,100,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,612,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Base Left Side,1,397.2,414,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,615,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Base Rear Rail,1,100,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,611,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Base Right Side,1,397.2,414,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,614,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Base Thick Back,1,984,414,LX White Melamine 16mm,,,,,Vertical Back,610,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Base Top Nailer,1,100,984,LX White Melamine 16mm,,,,,,609,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Finista Bottom Drawer Back,1,295.8,864.2,LX White Melamine 16mm,White 21x 1mm,White 21x 1mm,White 21x 1mm,,,606,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,876.2,326,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer w Extended Back 350mm 40kg White,605,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Shadow Rail Batten,1,60,984,LX White Melamine 16mm,,,,,,607,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Base Bottom,1,397.2,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,649,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Base Front Rail,1,100,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,648,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Base Left Side,1,397.2,414,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,651,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Base Rear Rail,1,100,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,647,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Base Right Side,1,397.2,414,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,650,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Base Thick Back,1,984,414,LX White Melamine 16mm,,,,,Vertical Back,646,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Base Top Nailer,1,100,984,LX White Melamine 16mm,,,,,,645,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Finista Bottom Drawer Back,1,295.8,864.2,LX White Melamine 16mm,White 21x 1mm,White 21x 1mm,White 21x 1mm,,,642,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,876.2,326,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer w Extended Back 350mm 40kg White,641,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Shadow Rail Batten,1,60,984,LX White Melamine 16mm,,,,,,643,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Bottom,1,997.2,1059.7,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,570,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Front Rail,1,100,1059.7,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,569,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Left Side,1,997.2,332,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,572,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Rear Rail,1,100,1059.7,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,568,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Right Side,1,997.2,332,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,571,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Thick Back,1,1082.5,332,LX White Melamine 16mm,,,,,Vertical Back,567,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Top Nailer,1,100,1082.5,LX White Melamine 16mm,,,,,,566,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Drawer Back,1,225.2,1001.5,LX White Melamine 16mm,,White 21x 1mm,,,,560,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Drawer Bottom,1,1001.5,677.2,LX White Melamine 16mm,,,,,,559,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Drawer Sub Front,1,225.2,1001.5,LX White Melamine 16mm,,White 21x 1mm,,,,561,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Left Drawer Side,1,225.2,700,LX White Melamine 16mm,,White 21x 1mm,,,,563,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Right Drawer Side,1,225.2,700,LX White Melamine 16mm,,White 21x 1mm,,,,562,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Shadow Rail Batten,1,60,1082.5,LX White Melamine 16mm,,,,,,564,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Bottom,1,997.2,1059.7,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,585,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Front Rail,1,100,1059.7,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,584,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Left Side,1,997.2,332,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,587,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Rear Rail,1,100,1059.7,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,583,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Right Side,1,997.2,332,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,586,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Thick Back,1,1082.5,332,LX White Melamine 16mm,,,,,Vertical Back,582,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Base Top Nailer,1,100,1082.5,LX White Melamine 16mm,,,,,,581,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Drawer Back,1,225.2,1001.5,LX White Melamine 16mm,,White 21x 1mm,,,,575,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Drawer Bottom,1,1001.5,677.2,LX White Melamine 16mm,,,,,,574,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Drawer Sub Front,1,225.2,1001.5,LX White Melamine 16mm,,White 21x 1mm,,,,576,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Left Drawer Side,1,225.2,700,LX White Melamine 16mm,,White 21x 1mm,,,,578,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Right Drawer Side,1,225.2,700,LX White Melamine 16mm,,White 21x 1mm,,,,577,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Shadow Rail Batten,1,60,1082.5,LX White Melamine 16mm,,,,,,579,,,X,
J01 - Kitchen,1.09,Base 1 Drawer Waste Bin,FN1 Prime Oak - STD,Base Bottom,1,546.8,427.2,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,234,,,X,
J01 - Kitchen,1.09,Base 1 Drawer Waste Bin,FN1 Prime Oak - STD,Base Left Side,1,546.8,788,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,236,,,X,
J01 - Kitchen,1.09,Base 1 Drawer Waste Bin,FN1 Prime Oak - STD,Base Rear Rail,1,100,427.2,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,233,,,X,
J01 - Kitchen,1.09,Base 1 Drawer Waste Bin,FN1 Prime Oak - STD,Base Right Side,1,546.8,788,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,235,,,X,
J01 - Kitchen,1.09,Base 1 Drawer Waste Bin,FN1 Prime Oak - STD,Base Thick Back,1,450,788,LX White Melamine 16mm,,,,,Vertical Back,232,,,X,
J01 - Kitchen,1.09,Base 1 Drawer Waste Bin,FN1 Prime Oak - STD,Base Top Nailer,1,100,450,LX White Melamine 16mm,,,,,,231,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Base Bottom,1,546.8,463.4,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,323,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Base Left Side,1,546.8,788,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,325,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Base Rear Rail,1,100,463.4,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,322,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Base Right Side,1,546.8,788,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,324,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Base Thick Back,1,486.2,788,LX White Melamine 16mm,,,,,Vertical Back,321,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Base Top Nailer,1,100,486.2,LX White Melamine 16mm,,,,,,320,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Finista Bottom Drawer Back,1,199,366.4,LX White Melamine 16mm,,White 21x 1mm,,,,315,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Finista Drawer Bottom,1,378.4,476,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer 500mm 40kg White,314,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Finista Drawer Bottom,1,378.4,476,LX White Melamine 16mm,,,,,Finista Mid Drawer 500mm 40kg White,316,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Finista Swift Drawer Back,1,79.4,413.4,LX White Melamine 16mm,,White 21x 1mm,,,,309,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Finista Swift Drawer Bottom,1,434.4,471,LX White Melamine 16mm,,,,,Bay Position ,308,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Finista Top Drawer Back,1,116,366.4,LX White Melamine 16mm,,White 21x 1mm,,,,317,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail Batten,1,60,486.2,LX White Melamine 16mm,,,,,,318,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail Batten,1,60,486.2,LX White Melamine 16mm,,,,,,310,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Base Bottom,1,546.8,463.4,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,341,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Base Left Side,1,546.8,788,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,343,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Base Rear Rail,1,100,463.4,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,340,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Base Right Side,1,546.8,788,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,342,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Base Thick Back,1,486.2,788,LX White Melamine 16mm,,,,,Vertical Back,339,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Base Top Nailer,1,100,486.2,LX White Melamine 16mm,,,,,,338,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Finista Bottom Drawer Back,1,199,366.4,LX White Melamine 16mm,,White 21x 1mm,,,,333,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Finista Drawer Bottom,1,378.4,476,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer 500mm 40kg White,332,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Finista Drawer Bottom,1,378.4,476,LX White Melamine 16mm,,,,,Finista Mid Drawer 500mm 40kg White,334,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Finista Swift Drawer Back,1,79.4,413.4,LX White Melamine 16mm,,White 21x 1mm,,,,327,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Finista Swift Drawer Bottom,1,434.4,471,LX White Melamine 16mm,,,,,Bay Position ,326,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Finista Top Drawer Back,1,116,366.4,LX White Melamine 16mm,,White 21x 1mm,,,,335,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail Batten,1,60,486.2,LX White Melamine 16mm,,,,,,336,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail Batten,1,60,486.2,LX White Melamine 16mm,,,,,,328,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Base Bottom,1,546.8,507.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,546,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Base Left Side,1,546.8,788,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,548,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Base Rear Rail,1,100,507.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,545,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Base Right Side,1,546.8,788,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,547,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Base Thick Back,1,530,788,LX White Melamine 16mm,,,,,Vertical Back,544,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Base Top Nailer,1,100,530,LX White Melamine 16mm,,,,,,543,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Finista Bottom Drawer Back,1,199,410.2,LX White Melamine 16mm,,White 21x 1mm,,,,538,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,422.2,476,LX White Melamine 16mm,,,,,Finista Mid Drawer 500mm 40kg White,539,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,422.2,476,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer 500mm 40kg White,537,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Finista Swift Drawer Back,1,79.4,457.2,LX White Melamine 16mm,,White 21x 1mm,,,,531,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Finista Swift Drawer Bottom,1,478.2,471,LX White Melamine 16mm,,,,,Bay Position ,530,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Finista Top Drawer Back,1,116,410.2,LX White Melamine 16mm,,White 21x 1mm,,,,540,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Shadow Rail Batten,1,60,530,LX White Melamine 16mm,,,,,,541,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Shadow Rail Batten,1,60,530,LX White Melamine 16mm,,,,,,533,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Base Bottom,1,546.8,507.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,527,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Base Left Side,1,546.8,788,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,529,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Base Rear Rail,1,100,507.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,526,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Base Right Side,1,546.8,788,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,528,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Base Thick Back,1,530,788,LX White Melamine 16mm,,,,,Vertical Back,525,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Base Top Nailer,1,100,530,LX White Melamine 16mm,,,,,,524,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Finista Bottom Drawer Back,1,199,410.2,LX White Melamine 16mm,,White 21x 1mm,,,,519,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,422.2,476,LX White Melamine 16mm,,,,,Finista Mid Drawer 500mm 40kg White,520,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,422.2,476,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer 500mm 40kg White,518,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Finista Swift Drawer Back,1,79.4,457.2,LX White Melamine 16mm,,White 21x 1mm,,,,513,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Finista Swift Drawer Bottom,1,478.2,471,LX White Melamine 16mm,,,,,Bay Position ,512,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Finista Top Drawer Back,1,116,410.2,LX White Melamine 16mm,,White 21x 1mm,,,,521,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Shadow Rail Batten,1,60,530,LX White Melamine 16mm,,,,,,522,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Shadow Rail Batten,1,60,530,LX White Melamine 16mm,,,,,,514,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Base Bottom,1,546.8,877.2,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,305,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Base Left Side,1,546.8,788,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,307,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Base Rear Rail,1,100,877.2,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,304,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Base Right Side,1,546.8,788,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,306,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Base Thick Back,1,900,788,LX White Melamine 16mm,,,,,Vertical Back,303,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Base Top Nailer,1,100,900,LX White Melamine 16mm,,,,,,302,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Finista Bottom Drawer Back,1,199,780.2,LX White Melamine 16mm,,White 21x 1mm,,,,297,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Finista Drawer Bottom,1,792.2,476,LX White Melamine 16mm,,,,,Finista Mid Drawer 500mm 40kg White,298,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Finista Drawer Bottom,1,792.2,476,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer 500mm 40kg White,296,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Finista Swift Drawer Back,1,79.4,827.2,LX White Melamine 16mm,,White 21x 1mm,,,,291,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Finista Swift Drawer Bottom,1,848.2,471,LX White Melamine 16mm,,,,,Bay Position ,290,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Finista Top Drawer Back,1,116,780.2,LX White Melamine 16mm,,White 21x 1mm,,,,299,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail Batten,1,60,900,LX White Melamine 16mm,,,,,,300,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail Batten,1,60,900,LX White Melamine 16mm,,,,,,292,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Base Bottom,1,546.8,577.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,509,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Base Left Side,1,546.8,788,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,511,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Base Rear Rail,1,100,577.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,508,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Base Right Side,1,546.8,788,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,510,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Base Thick Back,1,600,788,LX White Melamine 16mm,,,,,Vertical Back,507,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Base Top Nailer,1,100,600,LX White Melamine 16mm,,,,,,506,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Finista Bottom Drawer Back,1,199,480.2,LX White Melamine 16mm,,White 21x 1mm,,,,501,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,492.2,476,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer 500mm 40kg White,500,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,492.2,476,LX White Melamine 16mm,,,,,Finista Mid Drawer 500mm 40kg White,502,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Finista Swift Drawer Back,1,79.4,527.2,LX White Melamine 16mm,,White 21x 1mm,,,,495,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Finista Swift Drawer Bottom,1,548.2,471,LX White Melamine 16mm,,,,,Bay Position ,494,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Finista Top Drawer Back,1,116,480.2,LX White Melamine 16mm,,White 21x 1mm,,,,503,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Shadow Rail Batten,1,60,600,LX White Melamine 16mm,,,,,,496,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Shadow Rail Batten,1,60,600,LX White Melamine 16mm,,,,,,504,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Base Bottom,1,546.8,877.2,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,258,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Base Left Side,1,546.8,788,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,260,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Base Rear Rail,1,100,877.2,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,257,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Base Right Side,1,546.8,788,LX White Melamine 16mm,,,,Prime Oak Woodmatt 21x 1mm,,259,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Base Thick Back,1,900,788,LX White Melamine 16mm,,,,,Vertical Back,256,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Base Top Nailer,1,100,900,LX White Melamine 16mm,,,,,,255,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Finista Bottom Drawer Back,1,199,780.2,LX White Melamine 16mm,,White 21x 1mm,,,,252,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Finista Drawer Bottom,1,792.2,476,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer 500mm 40kg White,251,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail Batten,1,60,900,LX White Melamine 16mm,,,,,,247,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail Batten,1,60,900,LX White Melamine 16mm,,,,,,253,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Base Bottom,1,546.8,1012.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,687,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Base Front Rail,1,100,1012.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,686,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Base Left Side,1,546.8,788,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,689,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Base Right Side,1,546.8,788,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,688,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Base Thick Back,1,1035,788,LX White Melamine 16mm,,,,,Vertical Back,685,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Base Top Nailer,1,100,1035,LX White Melamine 16mm,,,,,,684,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,927.2,476,LX White Melamine 16mm,,,,,Finista Gallery Drawer 500mm 40kg White,680,,,X,
